Sender_Address,Recency,Frequency,Monetary,Segment,Churn
0x1fe11c771461e6434432fe2afb43f096c17ecec8,35,1,13.77032087,Low Value,1
0x1fe18dfd03ca98e724f3ebc6374c7a3f78034f6c,3,1,7.00892012,Low Value,0
0x1fe1910598a2e395811c3dce058db98f3240a2cf,2,1,6.87007025,Low Value,0
0x1fe31e436a91e22a06a0a29d21bf0c6b9f6aaf84,15,1,9.17371891,Low Value,0
0x1fe339fd00d7eef0f8d8a346f3da5bfbecdcfa72,5,1,14.60831865,Low Value,0
0x1fe376824d3933172d94f9f47bcde0111372e0e3,32,1,7.99145039,Low Value,1
0x1fe3aa32529a36fe579b2412af89623099366f09,47,1,6.78929509,Low Value,1
0x1fe45b7b315d87043fa85012756e32a57b54d30d,43,1,6.25272846,Low Value,1
0x1fe474073c668ae150fb97ede589fcf5c2df8750,27,1,0.03062219,Low Value,0
0x1fe740574e910f289fb753664765b5b5810f9df6,60,1,14.37859035,Low Value,1
0x1fe7a76a03f9c97cbe9e0aceccd10b1068722117,15,1,5.66573815,Low Value,0
0x1fe8915230c7d40e689ee496e30de7019c0ceb6e,46,1,0.43010793,Low Value,1
0x1fe911d1537f07efb9a08bcbbbedcb425d6676f7,68,1,13.79793451,Low Value,1
0x1fea7c541ace3dbed03042762399b2cfd5a6c0e8,65,1,6.32758181,Low Value,1
0x1feaf0ecbefc0a438c58e93bcaf111b261ba3a5f,4,1,1.11616446,Low Value,0
0x1feccbcf0539a4b0c2ff03b89ebeb2017d8589a2,4,1,2.37994769,Low Value,0
0x1fed27b43f6d6b97e96d5e8078a9e7bcd3da77a0,52,1,14.35262455,Low Value,1
0x1fedd40a9f73c0c9fe520b4d7f64d1ce3de40d2b,60,1,6.16792391,Low Value,1
0x1feeadd1a1d7740dc96558e9c947c1f6a20a5401,46,1,2.48925174,Low Value,1
0x1fef92adafd348ab014b4878de571a2aa26fb3a2,47,1,10.83419264,Low Value,1
0x1ff112949868db5c551edd40b7ccb07e8772e730,5,1,3.64638356,Low Value,0
0x1ff14d84cacea36eb509c18d97e735f0f29a1821,33,1,10.44216935,Low Value,1
0x1ff2148ec006fc0cffd9956280fff3476dc5f3fb,9,1,11.75193748,Low Value,0
0x1ff2b80bce53fa48c207e5a20dba2bcd4b11c9bf,47,1,2.45504282,Low Value,1
0x1ff301ea00d36d6a0325df979d37b236a8074f08,28,1,11.05822956,Low Value,0
0x1ff35e71335268c777a1557bb4c18fb4de88b42e,61,1,11.22829385,Low Value,1
0x1ff3dd96aca7943dc27459b0a93a274e3c324efa,47,1,7.22991897,Low Value,1
0x1ff445f336e60be21674ef79c680c645beee84db,67,1,3.13647723,Low Value,1
0x1ff7d7948cfa25ca42df654330d3dbb2ac54875f,34,1,11.1823143,Low Value,1
0x1ff9dcc3e8408e75feca04acd3ca9a64fe70b01b,21,1,1.04521743,Low Value,0
0x1ffe38adc06daa42223764449f5ad60b1c3bddf4,44,1,9.60137855,Low Value,1
0x20006036881cd8cbdc24077e35aad4ba4fd54e12,45,1,5.85090159,Low Value,1
0x200165d4704afe0778a3442044a16638aa4d7765,4,1,8.90642076,Low Value,0
0x2002efd912d66c31ad381b5751d23823b89c060d,66,1,5.97388181,Low Value,1
0x2003e5e1f5035498a59bef3f4316deacdef575b6,2,1,3.29491051,Low Value,0
0x200549112ff0a57c84ae4d08f3b0ebb05e8ca607,46,1,9.9012673,Low Value,1
0x20055b05b82b356f55d85ab35e48412acc39d1f1,20,1,3.23446009,Low Value,0
0x2006a9c3005a87bb64fe40ae85088e4980cff616,17,1,10.85829113,Low Value,0
0x2006dfd3e7fb3f441355d9f25bf5edf619452f7d,32,1,3.73866448,Low Value,1
0x2007411f59291503eb43347801c80b2a5d385251,58,1,0.45610311,Low Value,1
0x20077486fec43ec2efeb97605c745dbfd3c7d1aa,55,1,6.71687302,Low Value,1
0x20087b7bdf74fe5237b44a342d4887128356db95,20,1,13.31128329,Low Value,0
0x2009e4679c742f3e4214e59a461d59af6bb0584f,6,1,1.14552059,Low Value,0
0x200a0cd01107f3ef4d7c7fe04ac0f88ea26c517e,25,1,3.81958881,Low Value,0
0x200b9d1471879ab7f5d592aeb8b4c51e2cc77304,48,1,5.34085082,Low Value,1
0x201078991480897f1a0e1d237f911a20a4b36db8,49,1,8.07788897,Low Value,1
0x20117f4da31205b609063f85a9b03f16d31edf72,7,1,1.23413795,Low Value,0
0x20131ee2e69876238c526206b7b1c083c909b1eb,8,1,9.27480485,Low Value,0
0x2013a3207e481459c41d42b022644eb33c17696f,36,1,12.36631988,Low Value,1
0x201a1375560d964891688761ec610973d7ea4c71,65,1,12.18887814,Low Value,1
0x201ccc48413320973565cc3da83fdc52e56a39bd,40,1,1.71054053,Low Value,1
0x201d7633f62b44aed63eb22f0656ba970903b4e8,62,1,0.69107009,Low Value,1
0x201f372b1232f595f0b4a3bb0ed766b7c30aa6ba,12,1,13.18196387,Low Value,0
0x2020c19d91f9e3d2b64aa6ba9694201604aea31e,42,1,1.80549239,Low Value,1
0x20217b11217f0502a02cc9f787ded3c6cb4b51bd,67,1,12.0564813,Low Value,1
0x2025fb60b58bf49447d564b05a6656f726741d91,62,1,1.988866,Low Value,1
0x2025fb9453778f120c9c892a5706a1a1ef01ac04,63,1,14.62639364,Low Value,1
0x2026acb17f512aeeaf59e932409b0511bd83ea8b,17,1,3.43854664,Low Value,0
0x20294c750a2e3eeb2854cc5681f1800970a28dcb,57,1,2.27039827,Low Value,1
0x202adf4ee878b00db8c3b9c634ecbd28f34589e8,53,1,9.65852118,Low Value,1
0x202cac9d787e5966a63d98f265e19ca0d17500d7,33,1,5.59367142,Low Value,1
0x202d8794e65a1247c43c285361afa20281735e6e,55,1,10.41768486,Low Value,1
0x202ef5d049f2bd7d273bddd68cc1785bc1437acc,48,1,8.93002197,Low Value,1
0x2030da045f3f96e2d6f4b975043e557cc8b4cfdc,8,1,12.12856527,Low Value,0
0x203202943a4e7c587d894347c16bbb7c092cb6ff,34,1,9.74019807,Low Value,1
0x20350a8d490958e2674f52008ee965f8050ab415,23,1,4.38579362,Low Value,0
0x203664d21cfc1efc675ed527c6df87f1a6f7ad2b,17,1,10.38837821,Low Value,0
0x2037479a4a266d44ebd97639e88eb118118ae8e8,11,1,11.32871789,Low Value,0
0x20380523679586fbb48f5174758f82703a1a369e,3,1,12.29480314,Low Value,0
0x203823dbe085fb06bccae06787d5a37e83507bef,31,1,14.46002873,Low Value,1
0x2039ef33acb75c40f41be5c8b9e918859ad26d4b,41,1,3.64789592,Low Value,1
0x203b094876fb65c4756c4916942434a5e12b7a28,55,1,11.71488204,Low Value,1
0x203b82839043ef1258920c37bd517c333c137733,2,1,10.61084585,Low Value,0
0x203c6fb0d554c83e5aced65880dda55dcc0000bb,60,1,10.15837597,Low Value,1
0x203d0a167ce3a47465716116f188919481cccbb5,50,1,14.11777114,Low Value,1
0x203da53448f3bd8e0597c284d8691846752f97ef,59,1,4.51827839,Low Value,1
0x204032f2327b2e16d773c846a9ac7cc9fb9be1e9,6,1,6.84432929,Low Value,0
0x20417c8c8f7a2bdc7a23fc19484b06749323bf42,60,1,4.19793576,Low Value,1
0x20422cbf4acc5350899528c42f7b65dc3bcce665,28,1,6.22326741,Low Value,0
0x204249d3c25a9c4f6373a824eab446ad6d53c12f,58,1,9.58313667,Low Value,1
0x2043125063328957fa74c74f70c62d111c4153f3,42,1,14.43882513,Low Value,1
0x2043308b7bd89f514a04479c28c249e074f22ba7,45,1,14.42133585,Low Value,1
0x204357beda4abca8febce5ef9dba0521ab40d9c5,30,1,10.44288188,Low Value,0
0x20456994fbbea9a5155fb821c7e7ffa32ee61b0b,1,1,9.31106059,Low Value,0
0x204631fe33bfce27c14c4553dded052a70412c6d,23,1,1.99386288,Low Value,0
0x2046c90851b6f43968ccaa7f2fe8422f41082f75,31,1,8.92987843,Low Value,1
0x2048bb5abd0d58adb2feae5b2e76331114354ad8,23,1,13.97787354,Low Value,0
0x204bc48971b525e60315a2d28d16a81b353c4ddd,27,1,1.44575563,Low Value,0
0x204c3f67f75471af924528dfa0aa860e61fed739,56,1,3.51350628,Low Value,1
0x204e563447ab14a3883399da401fe8cd9d20a1bb,68,1,11.41460368,Low Value,1
0x20505b01c39539d86e834e4c4322f62ff4c44609,31,1,12.39551069,Low Value,1
0x2053bce73e745d4ac4083cec1823a11a5809f64f,51,1,9.37133467,Low Value,1
0x20554a010924cc702112fae00839bab3ed6b6b1b,28,1,1.95104987,Low Value,0
0x205580772e1383f4ebef438ab38c42a0996f2242,47,1,4.25734292,Low Value,1
0x205787d60af082defc4d4879d2d40f2549d0f09d,36,1,3.72656252,Low Value,1
0x20598e29887f103c4ca2de02e5fb6b3e4d11f7f6,61,1,1.56606211,Low Value,1
0x205b94d10f8eaf600c71bcda2b4770344aeaa000,52,1,1.08127119,Low Value,1
0x205be73dcdac9f7728fbe8d9d57cf2554105cb51,3,1,0.11487759,Low Value,0
0x205c1ab1782f5cbe6012d75708301f730d8eae29,64,1,2.79437363,Low Value,1
0x205c64c83f2c07bc682dd0546cbd634964a2f700,37,1,5.42929235,Low Value,1
0x205dde0858fa668b01dc9e1787835096b9eb4173,2,1,6.20393143,Low Value,0
0x205f5f492e09869e47db301f28f18a24fa48ca6a,65,1,12.82128216,Low Value,1
0x20617bcd83f157af49649347748a12398ddebced,28,1,13.32947743,Low Value,0
0x206367bdf37e6b621feaa33db96ff1bf3dbfe1ec,35,1,2.34156324,Low Value,1
0x2064728c37352e9734ed14497a64bcc4d0102c51,66,1,3.07917115,Low Value,1
0x20647698c4dd644fbef672100d358b07d63aed9c,9,1,14.31357967,Low Value,0
0x2064ff2623cb71bc3ca257ca99cb12f4ee4396ad,31,1,10.54535841,Low Value,1
0x2065c64285a3432c42a12834dc86bffe6e2108b2,32,1,10.72124577,Low Value,1
0x20680100822236da68e7ab2e9a02078b334b89cc,30,1,0.36169362,Low Value,0
0x20691bc6c05706d324c88b5d05396c3f95bd0f24,22,1,8.55513757,Low Value,0
0x206af21afa66003781945051e26165bc458b5610,39,1,3.22493629,Low Value,1
0x206ee91c6e9008b1e18cc545bc27dca676b01bc0,34,1,7.13203513,Low Value,1
0x20705c4980c6482e09c598896e42df3137f479a4,68,1,11.87004184,Low Value,1
0x20706aba0dd315f41a846ed0b9f5c57d4529fe37,8,1,10.84189078,Low Value,0
0x2073343b3145e7df4d62114c80766fbd091eccaf,66,1,1.41244939,Low Value,1
0x2073cc5df13a29ee479ee6ae55a3dc561339f0be,47,1,13.28268641,Low Value,1
0x20751b4f96804d0a8071a514da1f12d876b6d028,13,1,13.00754443,Low Value,0
0x2076a20c78c7039f2939b32fb6de1cb9b0411d9d,25,1,1.20790173,Low Value,0
0x2077cfb3521ee449c4358854bf763e39146229d3,39,1,14.69158355,Low Value,1
0x207aae3f020a5582652bb518eed86cbbd9325aa6,16,1,13.28915957,Low Value,0
0x207b1653999f2bba288552d596b2bb7ac9d8ea9b,55,1,3.38959581,Low Value,1
0x207d8f4393b9b4b530476b2dff991eb6aaab03c4,3,1,13.31638181,Low Value,0
0x207e270c7badb073362dc0b26c93b7debac460aa,35,1,3.98496301,Low Value,1
0x207fe1c953b48c1ad1c9088092bc39ab3197f80c,53,1,0.98364949,Low Value,1
0x2080389469cb2fa1be78ca929408f3d0b1eb5671,28,1,2.75622723,Low Value,0
0x208301c0426d47697f3727ce2da335eab7e25e0a,12,1,9.82823972,Low Value,0
0x20845637d70060223da45458a3dfba548c1e087d,13,1,12.10387661,Low Value,0
0x208486f6f22985d24de2b57fd575f3bd6b374d69,43,1,6.28753009,Low Value,1
0x2084a7919ebb9869150097681ea8d4570cc5be7c,18,1,10.99318756,Low Value,0
0x20855ed1dc90c393d6085bc1ebf4b0378d68ed7f,16,1,3.3276479,Low Value,0
0x208929fa4138e0feefd2caa16036337a95fa26e5,59,1,6.84652288,Low Value,1
0x2089d8f294d4c0d151ed9b73ff34ca003046d8dd,1,1,13.52922949,Low Value,0
0x208a81b9ae8c7cce8313d6db5a67751c3ca32ab8,23,1,1.01018416,Low Value,0
0x208a8d9a52f69c5b2707cec4854321d258549acc,37,1,8.44006045,Low Value,1
0x208ad678433e573bdf99cc3258759827342342e4,42,1,2.64172566,Low Value,1
0x208b11d8b9b6035110eec7561d4609345bf650b0,43,1,14.94109719,Low Value,1
0x208c67d7e1011a40680276058499db6f2e98d352,11,1,14.09567251,Low Value,0
0x208c876a9f2dff6d2e68330478ae3736fa8cd77e,59,1,6.2293151,Low Value,1
0x208e611bd82b91846416e9cbef3cdd8cb522b723,19,1,3.71796243,Low Value,0
0x208ea06680227bba4f368101f601c0f841790d19,61,1,14.27608087,Low Value,1
0x208ea06ae95589ed674cc0c2a616bc13bea89e50,67,1,13.14155701,Low Value,1
0x209024e6d7026f0b9c7214e3293e774485e441ae,9,1,7.33192984,Low Value,0
0x20915445b37abd8bb289e34386112eb5bcb4a58e,50,1,2.53778946,Low Value,1
0x20915e71c23ff70c762f6d8ca2a08cdc0fa3c03b,58,1,3.59511521,Low Value,1
0x20920b609e593a3f5eb6d10567334c3842164aad,39,1,0.22100209,Low Value,1
0x20930cdcd5d78f39291c386ff85e0f659bc8d087,13,1,12.85473416,Low Value,0
0x209382615261668cfd84326a940a1de2c4467a47,52,1,3.41354481,Low Value,1
0x20942030ca6955e7bf5338829fb84bbf67c1933e,50,1,9.36644579,Low Value,1
0x2095acf1bad2b77c22bd142d7834d37ae6865900,48,1,10.07337664,Low Value,1
0x2095e0baa12655ebb11afa381da6ac4cf46a6cec,37,1,13.00542751,Low Value,1
0x20964d2da01b3b662d8946ea3d9e7b7cb173852f,7,1,13.96764957,Low Value,0
0x20999839a15107cfc01d7f03aac086799675a2c6,3,1,11.63789023,Low Value,0
0x2099d75bd15da5692c126da3bdb6ebc9fc3f8d85,43,1,5.8401323,Low Value,1
0x209b037fa2797e72c2245802d8989d3e1fa26b10,33,1,4.90058149,Low Value,1
0x209d2c022a8922900eecee552991c5a99c6cab7a,20,1,3.68755758,Low Value,0
0x209d8440e9cd622f01b97bead4b86c0d82f9d7d7,61,1,9.9088709,Low Value,1
0x209e761f3109124645ffac245ca09023ac4afbcb,3,1,12.13994974,Low Value,0
0x20a126ae70506e2426e673d5ae781d50008b9aa0,14,1,1.53119572,Low Value,0
0x20a39bbf0b5929a13c3130a8beabc804a97abe37,29,1,9.37670244,Low Value,0
0x20a668f0970597aafd8c145b2429eac60ab3eaf7,22,1,1.01976647,Low Value,0
0x20a74de5618120ed93777f703bd178331513506d,66,1,6.6701877,Low Value,1
0x20a7d639bbb5db0bbe23ed27542de80e57db4071,13,1,9.62530096,Low Value,0
0x20a88c12e5b68cdc23deab323689520459a7cbb8,23,1,11.52273239,Low Value,0
0x20a9db7c1f5a3cdc4d1f6a359cec37827b92d5ce,37,1,3.28098095,Low Value,1
0x20aac98743e520dd1ddddac627b3a7f223e1dbaf,11,1,3.45646763,Low Value,0
0x20abb144c5b8fcf611774bd375b21704b9fc4fac,42,1,12.69179421,Low Value,1
0x20acc81ad15e43caaa34900fef8c5a48f377310c,69,1,9.37034074,Low Value,1
0x20ad7b53207161038aef55c50d93373bf87af09e,59,1,0.33040984,Low Value,1
0x20b0aad2a80b8ed7458f65a9669c24137a873df6,2,1,6.7958994,Low Value,0
0x20b29c0dbabf8ff6a6ddabb369fee4696494dedd,15,1,9.19289798,Low Value,0
0x20b2c896736c1dedaa696a0c2f0de1bbbd40d1d9,51,1,1.04364076,Low Value,1
0x20b37dd6f3e7fdcd77b9f320551e7ea2583e1080,15,1,13.12186022,Low Value,0
0x20b58c45c4a8d63bcfc6fdeefb6439fc8c641966,31,1,2.74301495,Low Value,1
0x20b6801c4940db1fbb3fca7543f7dfcd7718e841,65,1,9.55727018,Low Value,1
0x20b7de7339d7f74f288bb939c752be34408e0876,16,1,14.76802089,Low Value,0
0x20b8d46d0bf32bb99ab008795c552a0536f7171a,25,1,6.20233896,Low Value,0
0x20b9af965c64d29c1efc697048c233d81024002c,4,1,7.45326673,Low Value,0
0x20bb3b588effd6ec76e77c039997a87f597c21b0,4,1,2.56383162,Low Value,0
0x20bd4f449cc40e6d8e2bb3d011b24b90cbf6a1d1,51,1,14.61755868,Low Value,1
0x20bda18f7799392543d61e18dc43fb3030cff37a,62,1,3.67521704,Low Value,1
0x20bdc1b3134d246a6c571a2b2a1daed07685244f,53,1,9.03431665,Low Value,1
0x20bdfa4dabbcd6f645716679733968b032574fd3,34,1,5.78389815,Low Value,1
0x20be7b293a499a201588afaf19891a6ad190ee65,4,1,11.80529872,Low Value,0
0x20beb14302938f0b932a8d0f4c75aaac30dc4859,35,1,10.33710957,Low Value,1
0x20c327193400c55fe96f4e29407a9802611baf1c,32,1,7.23068435,Low Value,1
0x20c3296c8add1a60a474eb534aa2e5752e17e37c,63,1,2.73782054,Low Value,1
0x20c37d3dfcaa639e2378bf041e8c1b9bb8c19979,23,1,14.16059684,Low Value,0
0x20c37f59dd297f6a62e6e837a46301e95815fdad,62,1,13.52384367,Low Value,1
0x20c4653bddd69de2018602ad9af0e2ef0c37b024,26,1,5.63809281,Low Value,0
0x20c4e95605ed396b6464c74d3d5a142acad0876d,0,1,9.89413259,Low Value,0
0x20c59276549a090d1469550b0941d80b360a13fd,20,1,6.75010134,Low Value,0
0x20c59d92692efb94c8f05cda03a3e6a9b6fe385f,5,1,0.1346871,Low Value,0
0x20c5af739a0d41f0b5280fa82a014ebef5de9cda,38,1,7.12403859,Low Value,1
0x20c7068b8de41c5939beeb4dd6554ca0ede81c1b,69,1,6.1736213,Low Value,1
0x20c7495aaeaec06c9c7ebc37ff376be9569bea06,49,1,14.61799689,Low Value,1
0x20c88ad591a3832a2c7523324d17d46cd40d5753,32,1,3.64949473,Low Value,1
0x20c963ccfb45282797819cb933ef499f9aca8b92,59,1,11.02332464,Low Value,1
0x20cc7f2ad7d5f40bb6b59c44da22b42d19f340ad,65,1,3.20401441,Low Value,1
0x20cea2c07111ee26906fbaab6a2fe742bc6f16f9,45,1,14.13969673,Low Value,1
0x20d1d8f58019cc8b261102b46a57b9461b75721e,18,1,0.63470282,Low Value,0
0x20d382dd41876705498ec19ba42a3408bba7eff1,23,1,1.00453917,Low Value,0
0x20d41089f6ccbf1316682a70c76bb44fd3743da7,13,1,12.62274776,Low Value,0
0x20d4ad9c00c13ab3b8ba94dff73b854c983a73c8,53,1,7.91892161,Low Value,1
0x20d5126bdb6867d3590b6266cbb7ccb357ce0f8b,6,1,2.11196397,Low Value,0
0x20e5ca36bc5baf582f833d6304f0dc517a979c4e,1,1,5.02398288,Low Value,0
0x20e6efe38b3d091083a829bfb0c70c144c936b92,35,1,4.66417178,Low Value,1
0x20e8e8c289a7c62a4e926e4caee842769b0d114a,62,1,7.27625194,Low Value,1
0x20e93dc5f995fad0b3434291d5651d1c1a420241,21,1,11.43494515,Low Value,0
0x20ebc3ad2537f0e9747c64127ad66f1c3f295b93,59,1,14.77990127,Low Value,1
0x20ebfa42dc692039a4eed7512b41badb5a74a9ca,23,1,9.28025826,Low Value,0
0x20ec245643e24f61546eadfcceb206361be10a8c,2,1,6.8011307,Low Value,0
0x20ec47ded97676549bb3286316cb4f861350d8b9,19,1,8.11227384,Low Value,0
0x20eca0a626569e0d7e51d2aec5d560f135def16a,52,1,2.73301129,Low Value,1
0x20f038867d0cb7b2e5d3453b2a83ceac6da2b550,18,1,2.20879984,Low Value,0
0x20f163aa44d5b9f01b25ccd422027517f6b82aa7,39,1,6.34583025,Low Value,1
0x20f5b5be034cdf633e8138af912be1f883b7fa6e,50,1,9.62192028,Low Value,1
0x20f6fc3f674d3d0575724bc2fc14374a85b9dab8,6,1,0.92057536,Low Value,0
0x20f71be4b3eda1964a72abcf9af94b7b64d34335,45,1,4.08028966,Low Value,1
0x20f77a37f9f8aae309b6f38bc706d7f1eead8b2e,68,1,7.12844614,Low Value,1
0x20f8a7d4ed019add210ae11be5e5eb049c69af8c,60,1,4.00896448,Low Value,1
0x20fa5884b0c94dc4197ce1a27648e678c3a648bc,58,1,9.02540372,Low Value,1
0x20fa5b2ac1e8b73c1bf6f50f70edb5f6b4a6c337,33,1,7.01444427,Low Value,1
0x20fa831bbbb492d231ebfc7e078d86edd32702f5,36,1,12.92020539,Low Value,1
0x20fa8d223ba3c5eae05dfa22e1d254258e9c2133,40,1,3.65206291,Low Value,1
0x20faaa6debabb60be39042717b7ec92975b23ad0,12,1,14.52406244,Low Value,0
0x20fadd2ed14ec128f8c6aaf5d916a1e6ea3db1a4,50,1,11.15321909,Low Value,1
0x20fb3b1f36bfbc58e4e6cce04c02b33620cc992e,55,1,14.7269916,Low Value,1
0x20fc4f74efb4bf553ea71457209d2cff2ec5c0b1,63,1,5.41141458,Low Value,1
0x20fd10aedc7a10ea709f49ab1df7f1abfd0dc785,57,1,13.34090694,Low Value,1
0x210381a1311e20342074521901d98b760b5ed2ef,66,1,2.96811126,Low Value,1
0x21096ed1bfa6f00aa19f9296e09e5e9619771e3d,1,1,5.76458376,Low Value,0
0x2109d7c2c1807bf1ddedeb8d51e52aeb7259a661,35,1,9.76834588,Low Value,1
0x210a555e64e2c28072b5a727c9334fc0ecf696d6,33,1,10.20386805,Low Value,1
0x210b5d879c27ef39dc5aab33dcdba03c3c383382,1,1,10.1299711,Low Value,0
0x210bd971180975cd2c1d1274f53843a328da1c3e,2,1,5.37648266,Low Value,0
0x210d0515414a8ea398072de49c97eccd1cc75dff,63,1,0.80840274,Low Value,1
0x210d2266c53fdb02046cdb71a5d4ef06111602a1,58,1,4.07263812,Low Value,1
0x210d26a2f305209ccc17321d16511b94a4da976b,36,1,13.06651473,Low Value,1
0x210e8de616d826cd191a08476ae24cc8dc747725,45,1,0.45140902,Low Value,1
0x210ed6c1131a6c037952b9ee9312c0b536fcb7cf,12,1,12.95941061,Low Value,0
0x210ff41b659c91840fbee6e6f0e2658f1384fd6c,14,1,13.20208831,Low Value,0
0x211160bee30e94852aad53c1c9bab4c76762199b,0,1,10.61881303,Low Value,0
0x211627459cf4b89381a556421ad7c81ae04ef27d,20,1,6.43150999,Low Value,0
0x2116544acb37d921107d0fed8b01c8377bb709aa,66,1,8.52859939,Low Value,1
0x2116654bbe8a5ebe563f3d8e47ce588a13fdfeff,31,1,2.49740541,Low Value,1
0x21179c80f1e1dd53036276aef6223aa53d99f1e7,51,1,13.94505844,Low Value,1
0x2117d1a1a5501b58293b6b2aa83f889bea44c13a,3,1,5.08264951,Low Value,0
0x21184c5bd699effc6c53292617f3f3f512607c71,35,1,7.11895868,Low Value,1
0x21196c5a14d7fb115dedca9329d3b0da6d0833b7,17,1,2.62644052,Low Value,0
0x211a100caefeb256073deeafd3b2e1c87e79b3e0,9,1,12.41892036,Low Value,0
0x211a4453317d45015196232dcf73b2d09feda670,10,1,8.89574418,Low Value,0
0x211b173cf29ddfe8d0817d049ca6698ea53ce021,40,1,9.66359739,Low Value,1
0x211c66769c384f963cf7306ab9d55ed6cd464706,32,1,6.62805611,Low Value,1
0x211e60f0186e1c9bd19fcccaf12f19b2e5317b23,60,1,12.47499772,Low Value,1
0x21203352e2cb890b4c0a09edb36742465bce42bc,58,1,1.04805689,Low Value,1
0x21207a4ca16a40c59db37af94a8151f1504170d6,28,1,8.13074828,Low Value,0
0x2121c6661c90cd2eee471079f8f754394ae63b13,3,1,14.53236793,Low Value,0
0x21225bf7508e528286cad51093fcd44e09234666,10,1,13.0147324,Low Value,0
0x2123554faeee59a063b2b48485b1acad00fc7488,4,1,3.5145608,Low Value,0
0x2124d07e26dff209079c4f67d6fd7ddded18624c,24,1,4.63953343,Low Value,0
0x21250ffc6947f7d9d8b86f5662d4f0e44c67cc45,63,1,11.99937396,Low Value,1
0x21259a719ddf8f6827de8d963ea25e9e539d1a93,26,1,7.66185248,Low Value,0
0x2125a83f293679114b1ad7e90a7b5ab3302c35b0,66,1,6.73491003,Low Value,1
0x2127fb438eb84e96f1b816f112a3a5f9293f2cb4,6,1,6.8040109,Low Value,0
0x21281096a1cdef62d0af35ff78a3e6cdf5b0e0d7,4,1,12.77751812,Low Value,0
0x212c0d10c2bc82d2bf4f41247b926c7aa09bd6b0,17,1,11.88933274,Low Value,0
0x212c2e5d2cb5b74d4fb52df1e3046c7b1be46a1c,31,1,8.16612831,Low Value,1
0x212d8f6d9010f0c2a774d2620dd5d44c94db31e3,49,1,2.63866521,Low Value,1
0x212ea251bc716b6ec80813ccb78dcf557feb6026,68,1,6.38987164,Low Value,1
0x213191c855d6236bd6bd44ff6a64f079ca6d3b12,68,1,7.52657596,Low Value,1
0x213388c954384bec80c52900b77ab12a5780b91b,21,1,7.78846243,Low Value,0
0x2133c2f37326f91c7eb5d34b122ebf6b327a6d6e,65,1,6.2570613,Low Value,1
0x21359daa2cae5ed8dd26c5f12b9479ecd2be8cca,53,1,1.78558148,Low Value,1
0x2137cfbbfc04595fc5ba66d6eecb978568e58f7d,54,1,0.06617638,Low Value,1
0x213a424320e34f9b426d00b142824b9d8a5d9465,33,1,6.19164548,Low Value,1
0x213b251a81da34bcc5f5f29a1d6eb6ea022fd34d,16,1,8.91269761,Low Value,0
0x213bc83e899cd7488bc9a856e9566e2c4232c1bf,58,1,0.75054949,Low Value,1
0x213c75a6f14454ab7bc694a35a097bbf44a53647,62,1,6.91728577,Low Value,1
0x213cad1a4aba98018918fa7afd7065d1add6d0a5,60,1,2.16477283,Low Value,1
0x213cc85905520a491d20282a6f4ed94d3b582e49,46,1,0.29601407,Low Value,1
0x213d1f28e84ead12031c19da66655bd9d0ac3898,15,1,4.2137298,Low Value,0
0x213df2cb8403d02e9f9d5bdbd45436e009c4a4a1,34,1,2.28841336,Low Value,1
0x214066184caaa1a75086a79d1bae84a192c34dd2,1,1,3.88380697,Low Value,0
0x21426a9abed89d9e4eb479e3962c19ce5fb819cd,30,1,12.49904881,Low Value,0
0x2142fe1efc8aed85141200552dc85e38ee7882bb,28,1,12.32580905,Low Value,0
0x214506269714ece4565868cf480591e08df3e87b,54,1,12.76354255,Low Value,1
0x21456607070adddb1314e3caaffe8cc8f373e65d,65,1,10.0404303,Low Value,1
0x2145d9e384427a5588741ccf1176b776cdc6c574,63,1,6.04143423,Low Value,1
0x214602dcb8196461d4fb422bf3397b5da1ed4e52,52,1,2.55438554,Low Value,1
0x2147b7b55307af90a587521c4732351d3c6ac8c2,49,1,8.243351,Low Value,1
0x2148ec6a7df4a54cd213c0813c8b581fd8f70fa5,64,1,8.70808838,Low Value,1
0x214a025a1dd29197fa2bd71ed475a74cdfde03d0,4,1,0.63173638,Low Value,0
0x214d6b817e9526cb3abe5696b9a2fce4dd93bfec,16,1,4.22398306,Low Value,0
0x214dcbbd12458b611b13e80a0d8f926adea19c8c,33,1,9.9694895,Low Value,1
0x214ea5a5118a23a2da3d240935b9b880db944b3f,48,1,5.98994466,Low Value,1
0x21500b2199c6fccc2dc38c1daf0b1a575ef256b8,68,1,7.13338994,Low Value,1
0x215244d303255ba19de4cb8c8988e127691eb3c9,3,1,11.8532318,Low Value,0
0x2152530c255dbee3c7760c0583455abd1dcc88b3,55,1,3.35115178,Low Value,1
0x215311ef5d8fe10569b637b5401747c5e6db04af,16,1,5.63866847,Low Value,0
0x2156d3e2c2d30b714614532c4d2029af0b995ab5,8,1,3.58824329,Low Value,0
0x2157a00de7dcd44445d7c83dea6f58f806286486,59,1,9.46930826,Low Value,1
0x2159f44be61f857a2c65250e72263ed3b07238a4,28,1,2.46934908,Low Value,0
0x215a6d38001227967c6196182b4a85af91544996,28,1,5.00103627,Low Value,0
0x215f6815e42194a9487e8ea37990c45a86394b1f,44,1,0.61139268,Low Value,1
0x21617520d0c105d0e80985ba11debac0da6ba267,38,1,8.19460147,Low Value,1
